fitPtX 	 fitPtY 	 fitPtZ 	 LeftPupil_X 	 LeftPupil_Y 	 RightPupil_X 	 RightPupil_Y 
398.203707	300.418228	1233.185106	190.807048	198.608718	238.227827	158.134339
398.237989	297.690510	1235.817469	190.825261	198.613730	238.143482	158.147516
398.381615	296.845106	1236.583280	190.830110	198.566115	238.126787	158.183965
398.496917	296.068233	1237.384845	190.834959	198.518501	238.110092	158.220414
398.551774	296.455194	1236.947311	190.811977	198.474578	238.115006	158.259814
398.611354	296.894866	1236.538951	190.788995	198.430655	238.119920	158.299213
398.664787	297.724490	1235.776437	190.752916	198.417936	238.123291	158.325750
398.587828	298.463259	1234.923968	190.716836	198.405217	238.126662	158.352286
398.658895	299.159442	1234.353791	190.689123	198.408227	238.128487	158.369866
398.647405	299.766579	1233.687572	190.661410	198.411238	238.130313	158.387446
398.637499	300.196583	1233.131340	190.643865	198.414147	238.135846	158.403661
398.535769	300.687576	1232.636894	190.626320	198.417057	238.141380	158.419877
398.539243	300.833558	1232.409994	190.622984	198.427273	238.146759	158.432706
398.600448	301.031715	1232.237864	190.619647	198.437490	238.152138	158.445535
398.571871	300.273197	1232.875877	190.639335	198.461983	238.142269	158.449962
398.534752	299.490039	1233.481015	190.659023	198.486475	238.132400	158.454389
398.574722	298.035400	1234.950427	190.688815	198.512748	238.100478	158.448143
398.462225	296.512229	1236.333456	190.718607	198.539021	238.068556	158.441897
398.372624	295.101840	1237.660302	190.735281	198.556525	238.027597	158.428483
398.324882	293.698915	1238.977148	190.751955	198.574030	237.986639	158.415070
398.174653	293.345123	1239.406936	190.743697	198.573015	237.961945	158.400361
398.071977	292.973128	1239.807035	190.735439	198.572000	237.937252	158.385653
398.112571	294.068986	1238.956573	190.701867	198.539257	237.943302	158.363402
397.979999	295.096181	1238.057152	190.668294	198.506514	237.949352	158.341151
398.019561	296.952100	1236.696569	190.625826	198.468066	237.969628	158.302572
398.127621	298.740379	1235.255594	190.583357	198.429617	237.989904	158.263993
398.106772	299.857156	1234.381489	190.560491	198.425341	238.000926	158.221491
398.070750	300.923893	1233.446928	190.537625	198.421064	238.011948	158.178990
398.171571	301.165508	1233.291695	190.548144	198.436155	238.024666	158.157314
398.295360	301.386812	1233.073611	190.558663	198.451245	238.037384	158.135639
398.480478	301.777172	1232.596846	190.587290	198.457652	238.081134	158.146936
398.619654	302.065072	1232.019061	190.615917	198.464060	238.124883	158.158234
398.758815	303.572124	1230.299201	190.633259	198.475335	238.206366	158.191461
398.871847	305.001509	1228.508535	190.650601	198.486610	238.287849	158.224688
399.016275	308.068099	1225.100651	190.640108	198.519511	238.403075	158.256921
399.085275	311.180411	1221.701166	190.629616	198.552413	238.518301	158.289154
399.008544	315.472409	1217.074682	190.601127	198.593710	238.658655	158.307764
399.088249	319.899783	1212.464683	190.572638	198.635007	238.799010	158.326374
400.540200	323.054125	1231.665568	190.547946	198.660022	238.901033	158.329907
400.863931	326.466823	1231.729422	190.523254	198.685038	239.003057	158.333439
400.777575	326.063098	1231.844277	190.512902	198.682965	238.973049	158.321904
400.651481	325.599684	1231.888677	190.502551	198.680891	238.943041	158.310369
398.605927	321.427496	1211.195201	190.505160	198.666712	238.783479	158.293077
398.451680	317.173920	1215.678560	190.507770	198.652533	238.623917	158.275786
398.278590	312.320232	1220.704974	190.521499	198.644353	238.453939	158.271510
398.078937	307.499474	1225.669727	190.535228	198.636173	238.283961	158.267234
398.072667	304.734729	1228.355263	190.558726	198.623872	238.206955	158.286355
398.080532	301.968910	1231.017426	190.582223	198.611570	238.129949	158.305475
398.248482	301.329749	1231.669591	190.615340	198.584334	238.143657	158.341669
398.457930	300.639001	1232.266355	190.648456	198.557099	238.157364	158.377863
398.806347	300.400801	1232.541147	190.695368	198.544608	238.196746	158.413468
399.012649	300.050450	1232.708053	190.742280	198.532118	238.236127	158.449073
399.294455	299.312602	1233.310173	190.793664	198.570327	238.257064	158.466407
399.524646	298.484122	1233.850499	190.845048	198.608536	238.278001	158.483742
399.533559	298.061372	1234.148856	190.871528	198.688845	238.281777	158.477883
399.588891	297.668605	1234.481040	190.898007	198.769153	238.285554	158.472025
399.470256	297.982738	1233.986148	190.889892	198.855103	238.285482	158.455911
399.347824	298.312824	1233.477796	190.881776	198.941052	238.285411	158.439797
399.193401	298.966260	1232.775022	190.857545	198.997199	238.284689	158.431150
399.045505	299.635872	1232.049376	190.833314	199.053346	238.283967	158.422503
398.860498	300.275853	1231.425046	190.803519	199.056147	238.281785	158.425035
398.722195	300.911141	1230.788366	190.773723	199.058947	238.279603	158.427566
398.564046	301.457309	1230.363121	190.739564	199.011658	238.272344	158.435191
398.496301	301.982062	1229.909032	190.705404	198.964369	238.265085	158.442816
398.483023	302.310912	1229.871068	190.674195	198.895610	238.250312	158.451323
398.219416	302.446462	1229.672313	190.642986	198.826852	238.235539	158.459831
398.229445	302.493016	1229.789386	190.624407	198.768675	238.222509	158.464199
398.281255	302.568684	1229.925908	190.605828	198.710498	238.209479	158.468568
398.313561	302.635944	1229.935218	190.599767	198.666558	238.207823	158.464174
398.315717	302.713541	1229.950514	190.593705	198.622618	238.206167	158.459781
398.428004	303.144465	1229.763929	190.586823	198.573730	238.213482	158.450005
398.432170	303.478986	1229.496144	190.579940	198.524842	238.220798	158.440230
398.423607	304.040728	1229.078930	190.565539	198.472288	238.229522	158.434585
398.557861	304.671545	1228.693735	190.551138	198.419733	238.238247	158.428940
398.580396	304.711440	1228.655512	190.544336	198.384952	238.236853	158.433350
398.716989	304.824662	1228.696293	190.537534	198.350171	238.235460	158.437759
398.749429	303.539395	1229.819041	190.555056	198.342597	238.208766	158.452601
398.921566	302.273853	1230.925240	190.572579	198.335024	238.182073	158.467443
398.913327	300.015989	1232.949198	190.601967	198.348891	238.130571	158.495391
398.957068	297.735000	1234.913294	190.631354	198.362757	238.079070	158.523340
